,Job Type,Job Experience,Position,Vacancy Count,Company,Location,Industries,Job Title,Job Requirement,Job Salary,Skills,Date Created,Job Posting Link,Job Id,Language,Career Level,Salary Min,Salary Max
1661,Full-time,4 to 7 years,Web Development,1.0,Aruna,"Jakarta, Indonesia","Retail Food, Goods, Apparel, & Sport",Scrum Master,"Provide leadership to software engineers by coaching and mentoring throughout end-to-end software development, maintenance, and lifecycle to achieve project goals using agile practices; promote team engagement and motivation. 
Provide recommendations to the leadership for resource needs, milestones and risks; ensure effective delegation, monitoring tasks, identifying risks and handling mitigation and critical issues. 
Organize and facilitate daily stand-up meetings, reviews, estimations, retrospectives, sprint and release planning, demos, burndown tracking, and other Scrum-related meetings. 
Own team processes and balance the relationships between the Technical Product Managers and the Product Owners. 
Responsible for managing the scrum process with the coordination of scrum team in Agile methodology and to remove the impediments for the scrum team and ensure close collaboration with the development team.
Build and own a test and learn agenda for continuous improvement within the scrum teams and enforce quality processes.", 0 – 0,"Agile, Scrum Master, Agile Software Development, Jira, Agile Project Management, Project Management",2022-03-08,https://www.techinasia.com/jobs/4124ee2a-b150-4e28-a439-8531f0091bc2,8340376782,en,Middle Level,0.0,0.0
1662,Full-time,4 to 7 years,Enterprise Software & Systems,1.0,Aruna,"Jakarta, Indonesia","Retail Food, Goods, Apparel, & Sport",DevOps Engineer,"Manage Kubernetes cluster (GCP)
Support team to create good CI/CD
Create, setup, and manage monitoring tools (such as Prometheus, NewRelic, Datadog, Elastic APM, heartbeat)
Create monitoring dashboard (using existing dashboard such as Datadog, Grafana, Kibana)
Setup backup mechanism for database (SQL & NoSQL)
Setup auto-recover for NoSQL database
Setup log management (rolling, collect, store)
Manage database infrastructure (SQL & NoSQL)
Manage IAM roles
Manage service broker (such as Kafka, NSQ, RabbitMQ)", 0 – 0,"Control Systems, Operating Systems, Linux System Administration, Software Engineering, Linux, Software, Unix, Software Development",2022-03-08,https://www.techinasia.com/jobs/edb94eb9-911f-418a-ab0d-ffcf10af29a4,8340376782,en,Middle Level,0.0,0.0
1663,Full-time,4 to 7 years,Project & Product Management,1.0,Klinik Pintar,"Jakarta, Indonesia",Health & Care,Project Manager,"Determine and define project scope and objectives
Predict resources needed to reach objectives and manage resources in an effective and efficient manner
Prepare budget based on scope of work and resource requirements
Track project costs in order to meet budget
Develop and manage a detailed project schedule and work plan
Provide project updates on a consistent basis to various stakeholders about strategy, adjustments, and progress
Manage contracts with vendors and suppliers by assigning tasks and communicating expected deliverables
Utilize industry best practices, techniques, and standards throughout entire project execution
Monitor progress and make adjustments as needed
Measure project performance to identify areas for improvement", 10000000 – 12000000,"Project Leader, Agile Project Management, Project Management",2022-03-08,https://www.techinasia.com/jobs/4fb8b886-7b9b-4338-87df-971d8fcf376a,7720736937,en,Middle Level,10000000.0,12000000.0
1664,Full-time,4 to 7 years,Enterprise Software & Systems,4.0,PT. Informasi Teknologi Indonesia,"Indonesia Bulk Terminal, Indonesia",Customer Services,Unit Head Engineer,"Developing applications in Java or .NET
Developing web applications in PHP or ASP.NET
SQL Server, MySQL, and MongoDB query
Designing application flow with flowchart, UML, or any other application design      tools.
Managing team and projects to deliver requirements and quality", 9000000 – 12000000,"Java, .NET, MySQL, MongoDB, SQL Server",2022-03-08,https://www.techinasia.com/jobs/5d96f1fc-5cbb-49ac-94c1-0e2db9f88e26,1144610091,en,Middle Level,9000000.0,12000000.0
1665,Full-time,4 to 7 years,Web Development,1.0,Indocyber Global Teknologi,"Jakarta, Indonesia",Technology,Full Stack Developer,"4+ years of experience in software development; 
4+ years in Angular Framework.", 0 – 0,"Full-stack Web Development, Software Development, Angular",2022-03-08,https://www.techinasia.com/jobs/dcacb836-ab76-435b-a605-c7846bca2731,3025049499,en,Middle Level,0.0,0.0
1666,Full-time,4 to 7 years,Executive & Management,1.0,Danabijak,"Jakarta, Indonesia",Technology,Head of Engineering,"We’re scaling rapidly and looking for people who seek to make a real difference. We call this work with purpose.
We take care our people well. Our main office is strategically located in Kuningan area with convenient access to transportation, malls, etc. 
We provide company health insurance plan, learning support, & many other perks like movie goers night, group sport activities, etc.", 0 – 0,"Business Analysis, Analytical Skills, Information Technology, Java, Vue.js, Android, PostgreSQL, Amazon Web Services (AWS), Cross-Functional Team Leadership, Leadership, Team Management, Front-end Development, Backend Development, Mobile Application Development",2022-04-26,https://www.techinasia.com/jobs/fcfe3815-bc09-440a-abe5-ab06da43e754,9801644999,en,Middle Level,0.0,0.0
1667,Full-time,4 to 7 years,Human Resources,1.0,Flash Express,"Jakarta, Indonesia",Marketplaces,Mass Hiring Manager (Logistic Background),No Description, 20000000 – 40000000,"Analytics  Reporting, Recruiting, Simplified Chinese Language, Traditional Chinese Language, English Language, Sales  Marketing",2022-04-20,https://www.techinasia.com/jobs/52013011-bcfb-471f-9063-374545b46fcf,3818875023,en,Middle Level,20000000.0,40000000.0
1668,Full-time,4 to 7 years,Logistics & Operations,1.0,FishLog,"Bogor, Indonesia",Marketplaces,DC Manager,No Description, 5000000 – 8000000,"Operations Management, Operations, Analytical Skills, Microsoft Office",2022-04-19,https://www.techinasia.com/jobs/fe400765-f4c5-4c61-9d41-291004def01e,1421921837,en,Middle Level,5000000.0,8000000.0
1669,Full-time,4 to 7 years,Web Development,1.0,FishLog,"Bogor, Indonesia",Marketplaces,Security Engineer (Devsecops),No Description, 5000000 – 8000000,"SQL Server, DevOps, PHP",2022-04-19,https://www.techinasia.com/jobs/f22961bd-1d47-49ec-bd6f-4c07df84d264,1421921837,en,Middle Level,5000000.0,8000000.0
1670,Full-time,4 to 7 years,Web Development,1.0,Kick Avenue,"Jakarta, Indonesia",Marketplaces,VP Of Engineering,"2+ years experience at a big tech company in a lead developer role
Experience writing developer job advertisements
Experience interviewing developers
Understanding of web application deployment to cloud
Microservices
Cloud functions
NoSQL databases
Queues
Event driven architecture
Pub/sub architecture
Message broker architecture", 30000000 – 60000000,"E-commerce, Software Architecture, Web Architecture, Process Management, Software Engineering, Golang, NoSQL",2022-04-19,https://www.techinasia.com/jobs/c71baac8-560f-4dac-af47-14478c87fdba,9809779442,en,Middle Level,30000000.0,60000000.0
1671,Full-time,4 to 7 years,Project & Product Management,1.0,FishLog,"Bogor, Indonesia",Marketplaces,Product Manager,No Description, 5000000 – 8000000,"Microsoft Office, Enterprise Software, SDLC, UI/UX Design",2022-04-19,https://www.techinasia.com/jobs/b4b28ca4-3e7a-4fd6-a510-62e7ad33758e,1421921837,en,Middle Level,5000000.0,8000000.0
1672,Full-time,4 to 7 years,"Finance, Legal & Accounting",1.0,FishLog,"Bogor, Indonesia",Marketplaces,Head of Investment,No Description, 5000000 – 8000000,"Communication Skills, Social Media Strategy, Social Media, Marketing Management, Marketing Strategy, Marketing, Content Management",2022-04-19,https://www.techinasia.com/jobs/b194e0f5-78ad-450c-be19-a7117624b3c1,1421921837,en,Middle Level,5000000.0,8000000.0
1673,Full-time,4 to 7 years,Sales & Business Development,1.0,Lamudi Indonesia,"Jakarta, Indonesia",Marketplaces,Client Relationship Officer Manager,"Assisting our top management to manage >5 teams of Client Relationship Officers, 
Getting your hands dirty. Management at Lamudi does not manage from high above, but working together with your teams to build great operations
Training and coaching individual team members, but also groups/teams, as well as the team leaders on various skills, such as communication, tools & processes and pitching skills
Foster a culture of teamwork, knowledge and ambition within your team
Ensure all team members are continuously on track to hit their target by monitoring their performance, by monitoring individual performance against business goals and metrics using our systems
Be the go-to-person for your team members, helping them to overcome any hurdles they face
Onboard and train new team members to become top performers, including day-to-day supervision and guidance in the field
Ensuring you and your team consistently exceed your sales targets, growing month by month", 17000000 – 27000000,"Leadership, Sales Training, Team Leadership, Sales  Marketing, Sales, Sales Strategy  Management",2022-04-18,https://www.techinasia.com/jobs/2dc6d5b6-b0f3-4894-b144-cdcad72a3893,868283591,en,Middle Level,17000000.0,27000000.0
1674,Full-time,4 to 7 years,Executive & Management,1.0,Talent Insider,"Jakarta, Indonesia",Technology,Training & Organizational Development Manager,No Description, 20000000 – 25000000,"English Language, Microsoft Visio, Training, Analytics  Reporting",2022-04-14,https://www.techinasia.com/jobs/03cf16fb-551e-4a40-995e-80d472583802,9570027687,en,Middle Level,20000000.0,25000000.0
1675,Full-time,4 to 7 years,Executive & Management,1.0,PT Samala Serasi Unggul,"Jakarta, Indonesia",Education,Executive Secretary,No Description, 8000000 – 12000000,"Project Management, Attention to Detail, Scheduling, Writing, Negotiation, Communication Skills",2022-04-12,https://www.techinasia.com/jobs/cddcde71-6a03-48c3-b2ec-8da1cad4b9dd,6792976507,en,Middle Level,8000000.0,12000000.0
1676,Full-time,4 to 7 years,Marketing & PR,1.0,Talent Insider,"Jakarta, Indonesia",Technology,Digital Marketing Specialist,"Min 3 years experiences in digital marketing, social media, or CRM Engagement
Have experience in the industry of Mutual fund, Bonds, and gold investment
Familiar with CRM Tools (EDM, Verified Whatsapp Business, Push Notification, In-App Banner)
Familiar with Google Analytics, Firebase and Campaign URL Builde   
Excellent Communication Skill", 8000000 – 13500000,"Digital Marketing, Google Analytics, Communication Skills, Analytical Skills, Customer Relationship Management",2022-04-06,https://www.techinasia.com/jobs/a0f6a373-a79f-4331-b868-bb971f484196,9570027687,en,Middle Level,8000000.0,13500000.0
1677,Full-time,4 to 7 years,Game & VR/AR Development,1.0,PT SDM PENUNGGANG NAGA,"Indonesia Bulk Terminal, Indonesia",Technology,Senior Game Engineer,"Brainstorming game concepts, design elements, and specifications with the game design team.
Lead a team of game engineers to distribute tasks, set schedules and deadlines.
Selecting suitable game frameworks and translating concepts into clean and efficient code.
Analyzing game design concepts, identifying design problems and create elegen solutions or technical specifications
Contributing to user interface development, as well as the integration of graphic design and audio features.
Performing tests and implementing validation procedures.
Documenting the full lifecycle of game development.
Maintaining code, resolving issues, performing bug fixes, and optimizing performance
Gathering and evaluating user feedback with a view to deliver a strong player experience.
Build A CI/CD to improve productivity of the game developer team
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.", 12000000 – 14000000,"C++, Java, Python, Unity3D",2022-04-06,https://www.techinasia.com/jobs/9476f00b-a5fc-49bf-81d7-8eda39ef7782,9681615625,en,Middle Level,12000000.0,14000000.0
